NAME                                VERSION                             TYPE                        
jaraco-functools                    4.0.1                               python                      
jaraco-text                         3.12.1                              python                      
jedi                                0.19.2                              python                      
kiwisolver                          1.4.9                               python                      
libacl1                             2.3.2-2+b1                          deb                         
libapt-pkg7.0                       3.0.3                               deb                         
libattr1                            1:2.5.2-3                           deb                         
libaudit-common                     1:4.0.2-2                           deb                         
libaudit1                           1:4.0.2-2+b2                        deb                         
libblkid1                           2.41-5                              deb                         
libbsd0                             0.12.2-2                            deb                         
libbz2-1.0                          1.0.8-6                             deb                         
libc-bin                            2.41-12                             deb                         
libc6                               2.41-12                             deb                         
libcap-ng0                          0.8.5-4+b1                          deb                         
libcap2                             1:2.75-10+b1                        deb                         
libcrypt1                           1:4.4.38-1                          deb                         
libdb5.3t64                         5.3.28+dfsg2-9                      deb                         
libdebconfclient0                   0.280                               deb                         
libffi8                             3.4.8-2                             deb                         
libgcc-s1                           14.2.0-19                           deb                         
libgdbm6t64                         1.24-2                              deb                         
libgmp10                            2:6.3.0+dfsg-3                      deb                         
libhogweed6t64                      3.10.1-1                            deb                         
liblastlog2-2                       2.41-5                              deb                         
liblz4-1                            1.10.0-4                            deb                         
liblzma5                            5.8.1-1                             deb                         
libmagic-dev                        1:5.46-5                            deb                         
libmagic-mgc                        1:5.46-5                            deb                         
libmagic1t64                        1:5.46-5                            deb                         
libmd0                              1.1.0-2+b1                          deb                         
libmount1                           2.41-5                              deb                         
libncursesw6                        6.5+20250216-2                      deb                         
libnettle8t64                       3.10.1-1                            deb                         
libpam-modules                      1.7.0-5                             deb                         
libpam-modules-bin                  1.7.0-5                             deb                         
libpam-runtime                      1.7.0-5                             deb                         
libpam0g                            1.7.0-5                             deb                         
libpcre2-8-0                        10.46-1~deb13u1                     deb                         
libreadline8t64                     8.2-6                               deb                         
libseccomp2                         2.6.0-2                             deb                         
libselinux1                         3.8.1-1                             deb                         
libsemanage-common                  3.8.1-1                             deb                         
libsemanage2                        3.8.1-1                             deb                         
libsepol2                           3.8.1-1                             deb                         
libsmartcols1                       2.41-5                              deb                         
libsqlite3-0                        3.46.1-7                            deb                         
libssl3t64                          3.5.4-1~deb13u1                     deb                         
libstdc++6                          14.2.0-19                           deb                         
libsystemd0                         257.9-1~deb13u1                     deb                         
libtinfo6                           6.5+20250216-2                      deb                         
libudev1                            257.9-1~deb13u1                     deb                         
libuuid1                            2.41-5                              deb                         
libxxhash0                          0.8.3-2                             deb                         
libzstd1                            1.5.7+dfsg-1                        deb                         
login                               1:4.16.0-2+really2.41-5             deb                         
login.defs                          1:4.17.4-2                          deb                         
loguru                              0.7.3                               python                      
lxml                                6.0.2                               python                      
mako                                1.3.10                              python                      
markupsafe                          3.0.3                               python                      
matplotlib                          3.10.8                              python                      
matplotlib-inline                   0.2.1                               python                      
mawk                                1.3.4.20250131-1                    deb                         
more-itertools                      10.3.0                              python                      
mount                               2.41-5                              deb                         
multipart                           1.3.0                               python                      
mutf8                               1.0.6                               python                      
my-test-package                     1.0                                 python                      
ncurses-base                        6.5+20250216-2                      deb                         
ncurses-bin                         6.5+20250216-2                      deb                         
netbase                             6.5                                 deb                         
networkx                            3.6.1                               python                      
numpy                               2.3.5                               python                      
openssl                             3.5.4-1~deb13u1                     deb                         
openssl-provider-legacy             3.5.4-1~deb13u1                     deb                         
packaging                           24.2                                python                      
packaging                           25.0                                python                      
parso                               0.8.5                               python                      
passwd                              1:4.17.4-2                          deb                         
pendulum                            3.1.0                               python                      
perl-base                           5.40.1-6                            deb                         
pexpect                             4.9.0                               python                      
pillow                              12.0.0                              python                      
pip                                 25.0.1                              python                      
platformdirs                        4.2.2                               python                      
prompt-toolkit                      3.0.52                              python                      
psutil                              7.1.3                               python                      
ptyprocess                          0.7.0                               python                      
pure-eval                           0.2.3                               python                      
pycparser                           2.23                                python                      
pycryptodome                        3.23.0                              python                      
pydantic                            2.12.5                              python                      
pydantic-core                       2.41.5                              python                      
pydantic-settings                   2.12.0                              python                      
pydot                               4.0.1                               python                      
pygments                            2.19.2                              python                      
pyparsing                           3.2.5                               python                      
pyproject-hooks                     1.2.0                               python                      
python                              3.12.12                             binary                      
python-dateutil                     2.9.0.post0                         python                      
python-dotenv                       1.2.1                               python                      
python-magic                        0.4.27                              python                      
pyyaml                              6.0.3                               python                      
readline-common                     8.2-6                               deb                         
sed                                 4.9-2                               deb                         
setuptools                          80.9.0                              python                      
setuptools-scm                      9.2.2                               python                      
six                                 1.17.0                              python                      
sqlalchemy                          1.4.54                              python                      
sqv                                 1.3.0-3                             deb                         
stack-data                          0.6.3                               python                      
starlette                           0.50.0                              python                      
stdlib                              go1.24.3                            go-module                   
sysvinit-utils                      3.14-4                              deb                         
tar                                 1.35+dfsg-3.1                       deb                         
tomli                               2.0.1                               python                      
traitlets                           5.14.3                              python                      
typeguard                           4.3.0                               python                      
typing-extensions                   4.12.2                              python                      
typing-extensions                   4.15.0                              python                      
typing-inspection                   0.4.2                               python                      
tzdata                              2025.3                              python                      
tzdata                              2025b-4+deb13u1                     deb                         
util-linux                          2.41-5                              deb                         
watchdog                            6.0.0                               python                      
wcwidth                             0.2.14                              python                      
wheel                               0.45.1                              python                      
yara-python                         4.5.4                               python                      
zipp                                3.19.2                              python                      
zlib1g                              1:1.3.dfsg+really1.3.1-1+b1         deb                         
