NAME                       VERSION                      TYPE                     
login.defs                 1:4.17.4-2                   deb                      
markdown-it-py             4.0.0                        python                   
mawk                       1.3.4.20250131-1             deb                      
mdurl                      0.1.2                        python                   
mmh3                       5.2.0                        python                   
more-itertools             10.3.0                       python                   
mount                      2.41-5                       deb                      
msgpack                    1.0.8                        python                   
msgspec                    0.20.0                       python                   
multidict                  6.7.0                        python                   
multipart                  1.3.0                        python                   
my-test-package            1.0                          python                   
ncurses-base               6.5+20250216-2               deb                      
ncurses-bin                6.5+20250216-2               deb                      
netbase                    6.5                          deb                      
networkx                   3.6.1                        python                   
openssl                    3.5.4-1~deb13u1              deb                      
openssl-provider-legacy    3.5.4-1~deb13u1              deb                      
packaging                  24.2                         python                   
packaging                  25.0                         python                   
passwd                     1:4.17.4-2                   deb                      
pefile                     2024.8.26                    python                   
pendulum                   3.1.0                        python                   
perl-base                  5.40.1-6                     deb                      
pip                        25.0.1                       python                   
pip                        25.3                         python                   
platformdirs               4.2.2                        python                   
platformdirs               4.5.1                        python                   
postgrest                  2.26.0                       python                   
prompt-toolkit             3.0.52                       python                   
propcache                  0.4.1                        python                   
protobuf                   6.33.2                       python                   
psutil                     7.1.3                        python                   
pyasn1                     0.5.1                        python                   
pyasn1-modules             0.3.0                        python                   
pycparser                  2.23                         python                   
pycryptodome               3.23.0                       python                   
pydantic                   2.12.5                       python                   
pydantic-core              2.41.5                       python                   
pydantic-settings          2.12.0                       python                   
pyelftools                 0.32                         python                   
pygments                   2.19.2                       python                   
pyiceberg                  0.10.0                       python                   
pyjwt                      2.10.1                       python                   
pyparsing                  3.2.5                        python                   
pyproject-hooks            1.2.0                        python                   
pyroaring                  1.0.3                        python                   
python                     3.12.12                      binary                   
python-dateutil            2.9.0.post0                  python                   
python-dotenv              1.2.1                        python                   
python-flirt               0.9.7                        python                   
python-magic               0.4.27                       python                   
pyyaml                     6.0.3                        python                   
questionary                2.1.1                        python                   
readline-common            8.2-6                        deb                      
realtime                   2.26.0                       python                   
requests                   2.32.5                       python                   
rich                       14.2.0                       python                   
rich-click                 1.9.4                        python                   
ruamel-yaml                0.18.16                      python                   
ruamel-yaml-clib           0.2.15                       python                   
sed                        4.9-2                        deb                      
semantic-version           2.10.0                       python                   
setuptools                 80.9.0                       python                   
setuptools-scm             9.2.2                        python                   
six                        1.17.0                       python                   
sortedcontainers           2.4.0                        python                   
sqv                        1.3.0-3                      deb                      
starlette                  0.50.0                       python                   
storage3                   2.26.0                       python                   
strenum                    0.4.15                       python                   
strictyaml                 1.7.3                        python                   
supabase                   2.26.0                       python                   
supabase-auth              2.26.0                       python                   
supabase-functions         2.26.0                       python                   
sysvinit-utils             3.14-4                       deb                      
tar                        1.35+dfsg-3.1                deb                      
tenacity                   9.1.2                        python                   
tomli                      2.0.1                        python                   
typeguard                  4.3.0                        python                   
typing-extensions          4.12.2                       python                   
typing-extensions          4.15.0                       python                   
typing-inspection          0.4.2                        python                   
tzdata                     2025.3                       python                   
tzdata                     2025b-4+deb13u1              deb                      
urllib3                    2.6.2                        python                   
util-linux                 2.41-5                       deb                      
viv-utils                  0.8.1                        python                   
vivisect                   1.2.1                        python                   
watchdog                   6.0.0                        python                   
wcwidth                    0.2.14                       python                   
websockets                 15.0.1                       python                   
wheel                      0.45.1                       python                   
xmltodict                  1.0.2                        python                   
yara-python                4.5.4                        python                   
yarl                       1.22.0                       python                   
zipp                       3.19.2                       python                   
zlib1g                     1:1.3.dfsg+really1.3.1-1+b1  deb                      
