NAME                                                 VERSION                         TYPE                     
pydantic-settings                                    2.12.0                          python                   
pyproject-hooks                                      1.2.0                           python                   
python                                               3.12.12                         binary                   
python-dateutil                                      2.9.0.post0                     python                   
python-dotenv                                        1.2.1                           python                   
python-magic                                         0.4.27                          python                   
pyyaml                                               6.0.3                           python                   
readline-common                                      8.2-6                           deb                      
runtimepack.Microsoft.NETCore.App.Runtime.linux-x64  8.0.21                          dotnet  (+1 duplicate)   
sed                                                  4.9-2                           deb                      
setuptools                                           80.9.0                          python                   
setuptools-scm                                       9.2.2                           python                   
six                                                  1.17.0                          python                   
sqv                                                  1.3.0-3                         deb                      
starlette                                            0.50.0                          python                   
sysvinit-utils                                       3.14-4                          deb                      
tar                                                  1.35+dfsg-3.1                   deb                      
tomli                                                2.0.1                           python                   
typeguard                                            4.3.0                           python                   
typing-extensions                                    4.12.2                          python                   
typing-extensions                                    4.15.0                          python                   
typing-inspection                                    0.4.2                           python                   
tzdata                                               2025.3                          python                   
tzdata                                               2025b-4+deb13u1                 deb                      
util-linux                                           2.41-5                          deb                      
watchdog                                             6.0.0                           python                   
wheel                                                0.45.1                          python                   
yara-python                                          4.5.4                           python                   
zipp                                                 3.19.2                          python                   
zlib1g                                               1:1.3.dfsg+really1.3.1-1+b1     deb                      
