NAME                      VERSION                         TYPE                     
libbz2-1.0                1.0.8-6                         deb                      
libc-bin                  2.41-12                         deb                      
libc6                     2.41-12                         deb                      
libcairo2                 1.18.4-1+b1                     deb                      
libcap-ng0                0.8.5-4+b1                      deb                      
libcap2                   1:2.75-10+b1                    deb                      
libcom-err2               1.47.2-3+b3                     deb                      
libcrypt1                 1:4.4.38-1                      deb                      
libcurl3t64-gnutls        8.14.1-2+deb13u2                deb                      
libdb5.3t64               5.3.28+dfsg2-9                  deb                      
libdebconfclient0         0.280                           deb                      
libdeflate0               1.23-2                          deb                      
libexpat1                 2.7.1-2                         deb                      
libffi8                   3.4.8-2                         deb                      
libfontconfig1            2.15.0-2.3                      deb                      
libfreetype6              2.13.3+dfsg-1                   deb                      
libgcc-s1                 14.2.0-19                       deb                      
libgcrypt20               1.11.0-7                        deb                      
libgdbm6t64               1.24-2                          deb                      
libgmp10                  2:6.3.0+dfsg-3                  deb                      
libgnutls30t64            3.8.9-3                         deb                      
libgpg-error0             1.51-4                          deb                      
libgpgme11t64             1.24.2-3                        deb                      
libgpgmepp6t64            1.24.2-3                        deb                      
libgssapi-krb5-2          1.21.3-5                        deb                      
libhogweed6t64            3.10.1-1                        deb                      
libidn2-0                 2.3.8-2                         deb                      
libjbig0                  2.1-6.1+b2                      deb                      
libjpeg62-turbo           1:2.1.5-4                       deb                      
libk5crypto3              1.21.3-5                        deb                      
libkeyutils1              1.6.3-6                         deb                      
libkrb5-3                 1.21.3-5                        deb                      
libkrb5support0           1.21.3-5                        deb                      
libksba8                  1.6.7-2+b1                      deb                      
liblastlog2-2             2.41-5                          deb                      
liblcms2-2                2.16-2                          deb                      
libldap2                  2.6.10+dfsg-1                   deb                      
liblerc4                  4.0.0+ds-5                      deb                      
liblz4-1                  1.10.0-4                        deb                      
liblzma5                  5.8.1-1                         deb                      
libmagic-mgc              1:5.46-5                        deb                      
libmagic1t64              1:5.46-5                        deb                      
libmd0                    1.1.0-2+b1                      deb                      
libmount1                 2.41-5                          deb                      
libncursesw6              6.5+20250216-2                  deb                      
libnettle8t64             3.10.1-1                        deb                      
libnghttp2-14             1.64.0-1.1                      deb                      
libnghttp3-9              1.8.0-1                         deb                      
libngtcp2-16              1.11.0-1                        deb                      
libngtcp2-crypto-gnutls8  1.11.0-1                        deb                      
libnpth0t64               1.8-3                           deb                      
libnspr4                  2:4.36-1                        deb                      
libnss3                   2:3.110-1                       deb                      
libopenjp2-7              2.5.3-2.1~deb13u1               deb                      
libp11-kit0               0.25.5-3                        deb                      
libpam-modules            1.7.0-5                         deb                      
libpam-modules-bin        1.7.0-5                         deb                      
libpam-runtime            1.7.0-5                         deb                      
libpam0g                  1.7.0-5                         deb                      
libpcre2-8-0              10.46-1~deb13u1                 deb                      
libpixman-1-0             0.44.0-3                        deb                      
libpng16-16t64            1.6.48-1                        deb                      
libpoppler147             25.03.0-5+deb13u2               deb                      
libpsl5t64                0.21.2-1.1+b1                   deb                      
libreadline8t64           8.2-6                           deb                      
librtmp1                  2.4+20151223.gitfa8646d.1-2+b5  deb                      
libsasl2-2                2.1.28+dfsg1-9                  deb                      
libsasl2-modules-db       2.1.28+dfsg1-9                  deb                      
libseccomp2               2.6.0-2                         deb                      
libselinux1               3.8.1-1                         deb                      
libsemanage-common        3.8.1-1                         deb                      
libsemanage2              3.8.1-1                         deb                      
libsepol2                 3.8.1-1                         deb                      
libsharpyuv0              1.5.0-0.1                       deb                      
libsmartcols1             2.41-5                          deb                      
libsqlite3-0              3.46.1-7                        deb                      
libssh2-1t64              1.11.1-1                        deb                      
libssl3t64                3.5.4-1~deb13u1                 deb                      
libstdc++6                14.2.0-19                       deb                      
libsystemd0               257.9-1~deb13u1                 deb                      
libtasn1-6                4.20.0-2                        deb                      
libtiff6                  4.7.0-3+deb13u1                 deb                      
libtinfo6                 6.5+20250216-2                  deb                      
libudev1                  257.9-1~deb13u1                 deb                      
libunistring5             1.3-2                           deb                      
libuuid1                  2.41-5                          deb                      
libwebp7                  1.5.0-0.1                       deb                      
libx11-6                  2:1.8.12-1                      deb                      
libx11-data               2:1.8.12-1                      deb                      
libxau6                   1:1.0.11-1                      deb                      
libxcb-render0            1.17.0-2+b1                     deb                      
libxcb-shm0               1.17.0-2+b1                     deb                      
libxcb1                   1.17.0-2+b1                     deb                      
libxdmcp6                 1:1.1.5-1                       deb                      
libxext6                  2:1.3.4-1+b3                    deb                      
libxrender1               1:0.9.12-1                      deb                      
libxxhash0                0.8.3-2                         deb                      
libzstd1                  1.5.7+dfsg-1                    deb                      
login                     1:4.16.0-2+really2.41-5         deb                      
login.defs                1:4.17.4-2                      deb                      
mawk                      1.3.4.20250131-1                deb                      
more-itertools            10.3.0                          python                   
mount                     2.41-5                          deb                      
multipart                 1.3.0                           python                   
my-test-package           1.0                             python                   
ncurses-base              6.5+20250216-2                  deb                      
ncurses-bin               6.5+20250216-2                  deb                      
netbase                   6.5                             deb                      
openssl                   3.5.4-1~deb13u1                 deb                      
openssl-provider-legacy   3.5.4-1~deb13u1                 deb                      
packaging                 24.2                            python                   
packaging                 25.0                            python                   
passwd                    1:4.17.4-2                      deb                      
pdfminer-six              20251107                        python                   
pendulum                  3.1.0                           python                   
perl-base                 5.40.1-6                        deb                      
pinentry-curses           1.3.1-2                         deb                      
pip                       25.0.1                          python                   
platformdirs              4.2.2                           python                   
poppler-utils             25.03.0-5+deb13u2               deb                      
psutil                    7.1.3                           python                   
pycparser                 2.23                            python                   
pycryptodome              3.23.0                          python                   
pydantic                  2.12.4                          python                   
pydantic-core             2.41.5                          python                   
pydantic-settings         2.12.0                          python                   
pyproject-hooks           1.2.0                           python                   
python                    3.12.12                         binary                   
python-dateutil           2.9.0.post0                     python                   
python-dotenv             1.2.1                           python                   
python-magic              0.4.27                          python                   
pyyaml                    6.0.3                           python                   
readline-common           8.2-6                           deb                      
sed                       4.9-2                           deb                      
setuptools                80.9.0                          python                   
setuptools-scm            9.2.2                           python                   
six                       1.17.0                          python                   
sniffio                   1.3.1                           python                   
sqv                       1.3.0-3                         deb                      
starlette                 0.50.0                          python                   
sysvinit-utils            3.14-4                          deb                      
tar                       1.35+dfsg-3.1                   deb                      
tomli                     2.0.1                           python                   
typeguard                 4.3.0                           python                   
typing-extensions         4.12.2                          python                   
typing-extensions         4.15.0                          python                   
typing-inspection         0.4.2                           python                   
tzdata                    2025.2                          python                   
tzdata                    2025b-4+deb13u1                 deb                      
util-linux                2.41-5                          deb                      
watchdog                  6.0.0                           python                   
wheel                     0.45.1                          python                   
yara-python               4.5.4                           python                   
zipp                      3.19.2                          python                   
zlib1g                    1:1.3.dfsg+really1.3.1-1+b1     deb                      
