NAME                     VERSION                      TYPE                     
libbz2-1.0               1.0.8-6                      deb                      
libc-bin                 2.41-12                      deb                      
libc6                    2.41-12                      deb                      
libcap-ng0               0.8.5-4+b1                   deb                      
libcap2                  1:2.75-10+b1                 deb                      
libcrypt1                1:4.4.38-1                   deb                      
libdb5.3t64              5.3.28+dfsg2-9               deb                      
libdebconfclient0        0.280                        deb                      
libffi8                  3.4.8-2                      deb                      
libgcc-s1                14.2.0-19                    deb                      
libgdbm6t64              1.24-2                       deb                      
libgmp10                 2:6.3.0+dfsg-3               deb                      
libhogweed6t64           3.10.1-1                     deb                      
liblastlog2-2            2.41-5                       deb                      
liblz4-1                 1.10.0-4                     deb                      
liblzma5                 5.8.1-1                      deb                      
libmagic-dev             1:5.46-5                     deb                      
libmagic-mgc             1:5.46-5                     deb                      
libmagic1t64             1:5.46-5                     deb                      
libmd0                   1.1.0-2+b1                   deb                      
libmount1                2.41-5                       deb                      
libncursesw6             6.5+20250216-2               deb                      
libnettle8t64            3.10.1-1                     deb                      
libpam-modules           1.7.0-5                      deb                      
libpam-modules-bin       1.7.0-5                      deb                      
libpam-runtime           1.7.0-5                      deb                      
libpam0g                 1.7.0-5                      deb                      
libpcre2-8-0             10.46-1~deb13u1              deb                      
libreadline8t64          8.2-6                        deb                      
libseccomp2              2.6.0-2                      deb                      
libselinux1              3.8.1-1                      deb                      
libsemanage-common       3.8.1-1                      deb                      
libsemanage2             3.8.1-1                      deb                      
libsepol2                3.8.1-1                      deb                      
libsmartcols1            2.41-5                       deb                      
libsqlite3-0             3.46.1-7                     deb                      
libssl3t64               3.5.4-1~deb13u1              deb                      
libstdc++6               14.2.0-19                    deb                      
libsystemd0              257.9-1~deb13u1              deb                      
libtinfo6                6.5+20250216-2               deb                      
libudev1                 257.9-1~deb13u1              deb                      
libuuid1                 2.41-5                       deb                      
libxxhash0               0.8.3-2                      deb                      
libzstd1                 1.5.7+dfsg-1                 deb                      
login                    1:4.16.0-2+really2.41-5      deb                      
login.defs               1:4.17.4-2                   deb                      
lz4                      4.4.5                        python                   
malpz                    9.0.6                        python                   
markdown-it-py           4.0.0                        python                   
mawk                     1.3.4.20250131-1             deb                      
mdurl                    0.1.2                        python                   
minio                    7.2.18                       python                   
more-itertools           10.3.0                       python                   
mount                    2.41-5                       deb                      
msal                     1.34.0                       python                   
msal-extensions          1.3.1                        python                   
multidict                6.7.0                        python                   
multipart                1.3.0                        python                   
my-test-package          1.0                          python                   
ncurses-base             6.5+20250216-2               deb                      
ncurses-bin              6.5+20250216-2               deb                      
netbase                  6.5                          deb                      
opensearch-protobufs     0.19.0                       python                   
opensearch-py            3.1.0                        python                   
openssl                  3.5.4-1~deb13u1              deb                      
openssl-provider-legacy  3.5.4-1~deb13u1              deb                      
packaging                24.2                         python                   
packaging                25.0                         python                   
passwd                   1:4.17.4-2                   deb                      
pendulum                 3.1.0                        python                   
perl-base                5.40.1-6                     deb                      
pip                      25.0.1                       python                   
platformdirs             4.2.2                        python                   
prometheus-client        0.23.1                       python                   
propcache                0.4.1                        python                   
protobuf                 6.33.1                       python                   
pycparser                2.23                         python                   
pycryptodome             3.23.0                       python                   
pydantic                 2.12.4                       python                   
pydantic-core            2.41.5                       python                   
pydantic-settings        2.12.0                       python                   
pygments                 2.19.2                       python                   
pyjwt                    2.10.1                       python                   
pyproject-hooks          1.2.0                        python                   
python                   3.12.12                      binary                   
python-dateutil          2.9.0.post0                  python                   
python-dotenv            1.2.1                        python                   
python-magic             0.4.27                       python                   
python-snappy            0.7.3                        python                   
pyyaml                   6.0.3                        python                   
readline-common          8.2-6                        deb                      
redis                    7.1.0                        python                   
requests                 2.32.5                       python                   
rich                     14.2.0                       python                   
sed                      4.9-2                        deb                      
setuptools               80.9.0                       python                   
setuptools-scm           9.2.2                        python                   
six                      1.17.0                       python                   
sniffio                  1.3.1                        python                   
sqv                      1.3.0-3                      deb                      
starlette                0.50.0                       python                   
sysvinit-utils           3.14-4                       deb                      
tar                      1.35+dfsg-3.1                deb                      
tenacity                 9.1.2                        python                   
tomli                    2.0.1                        python                   
typeguard                4.3.0                        python                   
typing-extensions        4.12.2                       python                   
typing-extensions        4.15.0                       python                   
typing-inspection        0.4.2                        python                   
tzdata                   2025.2                       python                   
tzdata                   2025b-4+deb13u1              deb                      
urllib3                  2.5.0                        python                   
util-linux               2.41-5                       deb                      
wheel                    0.45.1                       python                   
yara-python              4.5.4                        python                   
yarl                     1.22.0                       python                   
zipp                     3.19.2                       python                   
zlib1g                   1:1.3.dfsg+really1.3.1-1+b1  deb                      
